"radar","datetime","mtr","vid","vir","rtr","mt","rt","ff","dd","u","v","height"
"UNKNOWN",2025-11-24 03:50:00,0,0.46,5.082,0,69957.93984,776915.927676,0,90,0,0,1282.60869565217
"UNKNOWN",2025-11-24 04:00:00,0,0.04,0.48,0,69957.93984,776915.927676,0,90,0,0,400
"UNKNOWN",2025-11-24 04:10:00,0,0.24,2.664,0,69957.93984,776915.927676,0,90,0,0,1550
"UNKNOWN",2025-11-24 04:20:00,0,0.04,0.664,0,69957.93984,776915.927676,0,90,0,0,300
"UNKNOWN",2025-11-24 04:30:00,0,0.2,3.138,0,69957.93984,776915.927676,0,90,0,0,1440
"UNKNOWN",2025-11-24 04:40:00,0,0.52,13.356,0,69957.93984,776915.927676,0,90,0,0,1230.76923076923
"UNKNOWN",2025-11-24 04:50:00,0,0,13.204,0,69957.93984,776915.927676,NA,NA,NA,NA,NA
"UNKNOWN",2025-11-24 05:00:00,0,0,0,0,69957.93984,776915.927676,NA,NA,NA,NA,NA
"UNKNOWN",2025-11-24 05:10:00,0,0,0,0,69957.93984,776915.927676,NA,NA,NA,NA,NA
"UNKNOWN",2025-11-24 05:20:00,0,0,1.886,0,69957.93984,776915.927676,NA,NA,NA,NA,NA
"UNKNOWN",2025-11-24 05:30:00,0,0,2.658,0,69957.93984,776915.927676,NA,NA,NA,NA,NA
"UNKNOWN",2025-11-24 05:40:00,0,0,22.404,0,69957.93984,776915.927676,NA,NA,NA,NA,NA
"UNKNOWN",2025-11-24 05:50:00,0,0,31.352,0,69957.93984,776915.927676,NA,NA,NA,NA,NA
"UNKNOWN",2025-11-24 06:00:00,0,0,5.128,0,69957.93984,776915.927676,NA,NA,NA,NA,NA
"UNKNOWN",2025-11-24 06:10:00,0,0.34,6.944,0,69957.93984,776915.927676,0,90,0,0,2947.05882352941
"UNKNOWN",2025-11-24 06:20:00,0,0.82,9.082,0,69957.93984,776915.927676,0,90,0,0,2651.21951219512
"UNKNOWN",2025-11-24 06:30:00,0,0.74,8.884,0,69957.93984,776915.927676,0,90,0,0,1786.48648648649
"UNKNOWN",2025-11-24 06:40:00,0,0.14,1.61,0,69957.93984,776915.927676,0,90,0,0,1014.28571428571
"UNKNOWN",2025-11-24 06:50:00,0,0.26,2.938,0,69957.93984,776915.927676,0,90,0,0,315.384615384615
"UNKNOWN",2025-11-24 07:00:00,0,0.12,1.54,0,69957.93984,776915.927676,0,90,0,0,400
"UNKNOWN",2025-11-24 07:10:00,0,0.08,0.808,0,69957.93984,776915.927676,0,90,0,0,700
"UNKNOWN",2025-11-24 07:20:00,0,0.56,6.224,0,69957.93984,776915.927676,0,90,0,0,485.714285714286
"UNKNOWN",2025-11-24 07:30:00,0,0.14,1.642,0,69957.93984,776915.927676,0,90,0,0,557.142857142857
"UNKNOWN",2025-11-24 07:40:00,0,0.24,2.766,0,69957.93984,776915.927676,0,90,0,0,2016.66666666667
"UNKNOWN",2025-11-24 16:00:00,0,1.04,14.004,0,69957.93984,776915.927676,0,90,0,0,2538.46153846154
"UNKNOWN",2025-11-24 16:10:00,0,0.9,10.42,0,69957.93984,776915.927676,0,90,0,0,757.777777777778
"UNKNOWN",2025-11-24 16:20:00,0,0.14,4.506,0,69957.93984,776915.927676,0,90,0,0,1128.57142857143
"UNKNOWN",2025-11-24 16:30:00,0,0.18,2.824,0,69957.93984,776915.927676,0,90,0,0,1122.22222222222
"UNKNOWN",2025-11-24 16:40:00,0,0.28,4.598,0,69957.93984,776915.927676,0,90,0,0,1757.14285714286
"UNKNOWN",2025-11-24 16:50:00,0,0.26,5.838,0,69957.93984,776915.927676,0,90,0,0,1700
"UNKNOWN",2025-11-24 17:00:00,0,0,4.882,0,69957.93984,776915.927676,NA,NA,NA,NA,NA
"UNKNOWN",2025-11-24 17:10:00,0,0.06,17.178,0,69957.93984,776915.927676,0,90,0,0,2033.33333333333
"UNKNOWN",2025-11-24 17:20:00,0,0.34,33.854,0,69957.93984,776915.927676,0,90,0,0,2641.17647058824
"UNKNOWN",2025-11-24 17:30:00,0,0.2,5.878,0,69957.93984,776915.927676,0,90,0,0,2540
"UNKNOWN",2025-11-24 17:40:00,0,0.3,13.644,0,69957.93984,776915.927676,0,90,0,0,2193.33333333333
"UNKNOWN",2025-11-24 17:50:00,0,0.56,8.214,0,69957.93984,776915.927676,0,90,0,0,857.142857142857
"UNKNOWN",2025-11-24 18:00:00,0,1.06,12.616,0,69957.93984,776915.927676,0,90,0,0,877.358490566038
"UNKNOWN",2025-11-24 18:10:00,0,0.58,6.596,0,69957.93984,776915.927676,0,90,0,0,955.172413793103
"UNKNOWN",2025-11-24 18:20:00,16.81056,1.26,13.532,185.692032,69960.7416,776946.876348,3.70603174603175,196.800100838839,-1.07095238095238,-3.54714285714286,1192.06349206349
"UNKNOWN",2025-11-24 18:30:00,0,1.5,16.42,0,69960.7416,776946.876348,0,90,0,0,1321.33333333333
"UNKNOWN",2025-11-24 18:40:00,0,1.16,12.61,0,69960.7416,776946.876348,0,90,0,0,913.793103448276
"UNKNOWN",2025-11-24 18:50:00,4.98816,1.1,11.884,51.627456,69961.57296,776955.480924,1.25963636363636,203.945695558237,-0.511272727272727,-1.15127272727273,772.727272727273
"UNKNOWN",2025-11-24 19:00:00,0,2.08,22.6,0,69961.57296,776955.480924,0,90,0,0,446.153846153846
"UNKNOWN",2025-11-24 19:10:00,20.3796,1.1,12.422,218.30364,69964.96956,776991.864864,5.14636363636364,211.495369701714,-2.65818181818182,-4.33854545454546,558.181818181818
"UNKNOWN",2025-11-24 19:20:00,4.52448,0.8,8.88,50.447952,69965.72364,777000.272856,1.571,222.084797113692,-1.053,-1.166,645
"UNKNOWN",2025-11-24 19:30:00,0,1.38,15.014,0,69965.72364,777000.272856,0,90,0,0,491.304347826087
"UNKNOWN",2025-11-24 19:40:00,0,0.92,9.898,0,69965.72364,777000.272856,0,90,0,0,773.913043478261
"UNKNOWN",2025-11-24 19:50:00,11.43576,0.82,9.476,132.654816,69967.6296,777022.381992,3.87390243902439,222.837910045782,-2.63268292682927,-2.83926829268293,675.609756097561
"UNKNOWN",2025-11-24 20:00:00,0,0.84,9.22,0,69967.6296,777022.381992,0,90,0,0,790.47619047619
"UNKNOWN",2025-11-24 20:10:00,8.5932,1,11.212,93.66588,69969.0618,777037.992972,2.387,213.978967023749,-1.3342,-1.9796,516
"UNKNOWN",2025-11-24 20:20:00,0,0.76,8.662,0,69969.0618,777037.992972,0,90,0,0,652.631578947369
"UNKNOWN",2025-11-24 20:30:00,0,1.06,11.966,0,69969.0618,777037.992972,0,90,0,0,515.094339622641
"UNKNOWN",2025-11-24 20:40:00,0,0.54,5.808,0,69969.0618,777037.992972,0,90,0,0,581.481481481481
"UNKNOWN",2025-11-24 20:50:00,5.8752,0.76,8.758,70.149888,69970.041,777049.68462,2.14736842105263,200.71224252411,-0.759210526315789,-2.0078947368421,626.315789473684
"UNKNOWN",2025-11-24 21:00:00,0,0.62,7.146,0,69970.041,777049.68462,0,90,0,0,551.612903225806
"UNKNOWN",2025-11-24 21:10:00,5.0004,0.46,5.022,50.33736,69970.8744,777058.07418,3.0195652173913,216.038291025885,-1.77652173913043,-2.44173913043478,995.652173913043
"UNKNOWN",2025-11-24 21:20:00,0,0.46,4.888,0,69970.8744,777058.07418,0,90,0,0,978.260869565217
"UNKNOWN",2025-11-24 21:30:00,0,0.3,3.024,0,69970.8744,777058.07418,0,90,0,0,833.333333333333
"UNKNOWN",2025-11-24 21:40:00,0,0.58,6.4,0,69970.8744,777058.07418,0,90,0,0,534.48275862069
"UNKNOWN",2025-11-24 21:50:00,0,0.66,7.374,0,69970.8744,777058.07418,0,90,0,0,1087.87878787879
"UNKNOWN",2025-11-24 22:00:00,0,0.94,10.17,0,69970.8744,777058.07418,0,90,0,0,1478.72340425532
"UNKNOWN",2025-11-24 22:10:00,0,0.18,2.1,0,69970.8744,777058.07418,0,90,0,0,655.555555555556
"UNKNOWN",2025-11-24 22:20:00,0,0.72,8.106,0,69970.8744,777058.07418,0,90,0,0,572.222222222222
"UNKNOWN",2025-11-24 22:30:00,0,0.42,4.688,0,69970.8744,777058.07418,0,90,0,0,423.809523809524
"UNKNOWN",2025-11-24 22:40:00,0,0.2,2.124,0,69970.8744,777058.07418,0,90,0,0,700
"UNKNOWN",2025-11-24 22:50:00,0,0.8,8.828,0,69970.8744,777058.07418,0,90,0,0,1885
"UNKNOWN",2025-11-24 23:00:00,0,0.18,2.264,0,69970.8744,777058.07418,0,90,0,0,677.777777777778
"UNKNOWN",2025-11-24 23:10:00,0,0.3,3.726,0,69970.8744,777058.07418,0,90,0,0,873.333333333333
"UNKNOWN",2025-11-24 23:20:00,0,0.18,2.04,0,69970.8744,777058.07418,0,90,0,0,588.888888888889
"UNKNOWN",2025-11-24 23:30:00,0,0.4,4.292,0,69970.8744,777058.07418,0,90,0,0,1130
"UNKNOWN",2025-11-24 23:40:00,0,0.5,5.996,0,69970.8744,777058.07418,0,90,0,0,468
"UNKNOWN",2025-11-24 23:50:00,0,0.66,7.504,0,69970.8744,777058.07418,0,90,0,0,1481.81818181818
"UNKNOWN",2025-11-25,0,0.32,3.724,0,69970.8744,777058.07418,0,90,0,0,625
"UNKNOWN",2025-11-25 00:10:00,0,0.34,3.978,0,69970.8744,777058.07418,0,90,0,0,464.705882352941
"UNKNOWN",2025-11-25 00:20:00,0,0.42,4.25,0,69970.8744,777058.07418,0,90,0,0,595.238095238095
"UNKNOWN",2025-11-25 00:30:00,0,0.3,3.61,0,69970.8744,777058.07418,0,90,0,0,406.666666666667
"UNKNOWN",2025-11-25 00:40:00,0,0.2,2.116,0,69970.8744,777058.07418,0,90,0,0,660
"UNKNOWN",2025-11-25 00:50:00,0,0.24,2.594,0,69970.8744,777058.07418,0,90,0,0,583.333333333333
"UNKNOWN",2025-11-25 01:00:00,0,0.4,4.298,0,69970.8744,777058.07418,0,90,0,0,490
"UNKNOWN",2025-11-25 01:10:00,0,0.14,1.586,0,69970.8744,777058.07418,0,90,0,0,528.571428571429
"UNKNOWN",2025-11-25 01:20:00,0,0.22,2.636,0,69970.8744,777058.07418,0,90,0,0,500
"UNKNOWN",2025-11-25 01:30:00,0,0.16,1.784,0,69970.8744,777058.07418,0,90,0,0,825
"UNKNOWN",2025-11-25 01:40:00,0,0.14,1.77,0,69970.8744,777058.07418,0,90,0,0,785.714285714286
"UNKNOWN",2025-11-25 01:50:00,0,0.38,3.99,0,69970.8744,777058.07418,0,90,0,0,405.263157894737
"UNKNOWN",2025-11-25 02:00:00,0,0.12,1.312,0,69970.8744,777058.07418,0,90,0,0,1233.33333333333
"UNKNOWN",2025-11-25 02:10:00,0,0.1,1.35,0,69970.8744,777058.07418,0,90,0,0,460
"UNKNOWN",2025-11-25 02:20:00,0,0.14,1.324,0,69970.8744,777058.07418,0,90,0,0,985.714285714286
"UNKNOWN",2025-11-25 02:30:00,0,0.14,1.356,0,69970.8744,777058.07418,0,90,0,0,671.428571428572
"UNKNOWN",2025-11-25 02:40:00,0,0.1,1.166,0,69970.8744,777058.07418,0,90,0,0,1140
"UNKNOWN",2025-11-25 02:50:00,0,0.1,1.208,0,69970.8744,777058.07418,0,90,0,0,540
"UNKNOWN",2025-11-25 03:00:00,0,0.12,1.43,0,69970.8744,777058.07418,0,90,0,0,633.333333333333
"UNKNOWN",2025-11-25 03:10:00,0,0.12,1.242,0,69970.8744,777058.07418,0,90,0,0,433.333333333333
"UNKNOWN",2025-11-25 03:20:00,0,0.14,1.728,0,69970.8744,777058.07418,0,90,0,0,900
"UNKNOWN",2025-11-25 03:30:00,0,0.08,0.968,0,69970.8744,777058.07418,0,90,0,0,750
"UNKNOWN",2025-11-25 03:40:00,0,0.06,0.776,0,69970.8744,777058.07418,0,90,0,0,433.333333333333
"UNKNOWN",2025-11-25 03:50:00,0,0.04,0.626,0,69970.8744,777058.07418,0,90,0,0,600
"UNKNOWN",2025-11-25 04:00:00,0,0.2,2.198,0,69970.8744,777058.07418,0,90,0,0,400
"UNKNOWN",2025-11-25 04:10:00,0,0.06,0.678,0,69970.8744,777058.07418,0,90,0,0,433.333333333333
"UNKNOWN",2025-11-25 04:20:00,0,0.1,1.3,0,69970.8744,777058.07418,0,90,0,0,420
"UNKNOWN",2025-11-25 04:30:00,0,0.16,1.848,0,69970.8744,777058.07418,0,90,0,0,375
"UNKNOWN",2025-11-25 04:40:00,0,0.08,0.93,0,69970.8744,777058.07418,0,90,0,0,500
"UNKNOWN",2025-11-25 04:50:00,0,0.14,1.5,0,69970.8744,777058.07418,0,90,0,0,500
"UNKNOWN",2025-11-25 05:00:00,0,0.08,1.026,0,69970.8744,777058.07418,0,90,0,0,450
"UNKNOWN",2025-11-25 05:10:00,0,0.02,0.43,0,69970.8744,777058.07418,0,90,0,0,300
"UNKNOWN",2025-11-25 05:20:00,0,0.02,0.34,0,69970.8744,777058.07418,0,90,0,0,300
"UNKNOWN",2025-11-25 05:30:00,0,0.02,0.294,0,69970.8744,777058.07418,0,90,0,0,500
"UNKNOWN",2025-11-25 05:40:00,0,0.06,0.884,0,69970.8744,777058.07418,0,90,0,0,366.666666666667
"UNKNOWN",2025-11-25 05:50:00,0,0.08,0.862,0,69970.8744,777058.07418,0,90,0,0,600
"UNKNOWN",2025-11-25 06:00:00,0,0.1,1.092,0,69970.8744,777058.07418,0,90,0,0,460
"UNKNOWN",2025-11-25 06:10:00,0,0.06,0.684,0,69970.8744,777058.07418,0,90,0,0,366.666666666667
"UNKNOWN",2025-11-25 06:20:00,0,0.22,2.512,0,69970.8744,777058.07418,0,90,0,0,500
"UNKNOWN",2025-11-25 06:30:00,0,0.16,1.898,0,69970.8744,777058.07418,0,90,0,0,800
"UNKNOWN",2025-11-25 06:40:00,0,0.18,2.176,0,69970.8744,777058.07418,0,90,0,0,322.222222222222
"UNKNOWN",2025-11-25 06:50:00,0,0.14,1.784,0,69970.8744,777058.07418,0,90,0,0,300
"UNKNOWN",2025-11-25 07:00:00,0,0.6,6.75,0,69970.8744,777058.07418,0,90,0,0,3353.33333333333
"UNKNOWN",2025-11-25 07:10:00,0,0.96,10.728,0,69970.8744,777058.07418,0,90,0,0,2629.16666666667
"UNKNOWN",2025-11-25 07:20:00,0,0.44,5.14,0,69970.8744,777058.07418,0,90,0,0,1463.63636363636
"UNKNOWN",2025-11-25 07:30:00,0,0.2,2.572,0,69970.8744,777058.07418,0,90,0,0,820
"UNKNOWN",2025-11-25 07:40:00,0,0.18,1.928,0,69970.8744,777058.07418,0,90,0,0,1566.66666666667
"UNKNOWN",2025-11-25 16:00:00,0,0.62,6.956,0,69970.8744,777058.07418,0,90,0,0,2358.06451612903
"UNKNOWN",2025-11-25 16:10:00,0,0.32,3.642,0,69970.8744,777058.07418,0,90,0,0,1125
"UNKNOWN",2025-11-25 16:20:00,0,0.18,2.026,0,69970.8744,777058.07418,0,90,0,0,2544.44444444444
"UNKNOWN",2025-11-25 16:30:00,0,0.46,5.254,0,69970.8744,777058.07418,0,90,0,0,1630.4347826087
"UNKNOWN",2025-11-25 16:40:00,0,0.38,4.404,0,69970.8744,777058.07418,0,90,0,0,963.157894736842
"UNKNOWN",2025-11-25 16:50:00,0,0.32,3.696,0,69970.8744,777058.07418,0,90,0,0,875
"UNKNOWN",2025-11-25 17:00:00,3.44952,0.88,9.642,38.059704,69971.44932,777064.417464,1.08886363636364,194.984560806435,-0.281590909090909,-1.05204545454545,481.818181818182
"UNKNOWN",2025-11-25 17:10:00,35.65224,1.48,15.87,382.48704,69977.39136,777128.165304,6.69148648648649,196.903654211001,-1.89567567567568,-6.23797297297297,991.891891891892
"UNKNOWN",2025-11-25 17:20:00,41.69448,1.58,17.482,452.926512,69984.34044,777203.653056,7.33025316455696,196.856838656832,-2.0720253164557,-6.83835443037975,1188.60759493671
"UNKNOWN",2025-11-25 17:30:00,36.45576,1.48,16.522,404.103528,69990.4164,777271.003644,6.8422972972973,215.287524419951,-3.83905405405405,-5.42459459459459,778.378378378378
"UNKNOWN",2025-11-25 17:40:00,72.09504,1.74,19.178,792.803232,70002.43224,777403.137516,11.5094252873563,226.307083228543,-8.02252873563218,-7.66459770114943,1031.03448275862
"UNKNOWN",2025-11-25 17:50:00,53.20368,1.76,19.428,584.813304,70011.29952,777500.6064,8.39704545454545,231.205463047949,-6.38818181818182,-5.13522727272727,879.545454545455
"UNKNOWN",2025-11-25 18:00:00,42.86952,2.46,26.936,472.828752,70018.44444,777579.411192,4.84073170731707,237.997890503239,-4.0930081300813,-2.55780487804878,836.585365853658
"UNKNOWN",2025-11-25 18:10:00,37.52928,1.56,17.162,419.940432,70024.69932,777649.401264,6.6825641025641,236.657562828396,-5.53730769230769,-3.64320512820513,820.512820512821
"UNKNOWN",2025-11-25 18:20:00,47.63016,1.6,17.612,526.151808,70032.63768,777737.093232,8.269125,233.735972038548,-6.611,-4.849875,1035
"UNKNOWN",2025-11-25 18:30:00,32.27976,2.52,27.642,344.596248,70038.01764,777794.52594,3.5581746031746,226.729631421554,-2.52214285714286,-2.37428571428571,830.15873015873
"UNKNOWN",2025-11-25 18:40:00,40.27968,1.52,16.762,441.716328,70044.73092,777868.145328,7.36105263157895,228.662012258938,-5.41723684210526,-4.76552631578947,900
"UNKNOWN",2025-11-25 18:50:00,28.80288,1.84,19.882,318.921984,70049.5314,777921.298992,4.34826086956522,230.755464438792,-3.33521739130435,-2.72445652173913,980.434782608696
"UNKNOWN",2025-11-25 19:00:00,36.91512,1.84,20.63,413.177904,70055.68392,777990.161976,5.5729347826087,233.015659904361,-4.38173913043478,-3.3,832.608695652174
"UNKNOWN",2025-11-25 19:10:00,69.68952,1.9,20.768,765.86112,70067.29884,778117.805496,10.1885263157895,229.330499729541,-7.70389473684211,-6.61926315789474,944.210526315789
"UNKNOWN",2025-11-25 19:20:00,45.5076,1.6,18.004,507.959064,70074.88344,778202.46534,7.900625,228.956470740124,-5.84525,-5.089,805
"UNKNOWN",2025-11-25 19:30:00,46.3752,1.6,17.802,506.683656,70082.61264,778286.912616,8.05125,231.960107231511,-6.293875,-4.924375,775
"UNKNOWN",2025-11-25 19:40:00,22.8672,1.9,20.976,246.051072,70086.42384,778327.921128,3.34315789473684,227.527241674175,-2.46526315789474,-2.25684210526316,853.684210526316
"UNKNOWN",2025-11-25 19:50:00,10.49112,1.34,14.946,120.298176,70088.17236,778347.970824,2.17477611940299,236.584636161309,-1.81611940298507,-1.19820895522388,705.970149253731
"UNKNOWN",2025-11-25 20:00:00,10.8288,1.3,13.768,115.976448,70089.97716,778367.300232,2.31384615384615,230.614063461773,-1.78769230769231,-1.46769230769231,746.153846153846
"UNKNOWN",2025-11-25 20:10:00,16.34184,1.06,11.808,176.210856,70092.7008,778396.668708,4.28245283018868,232.647854599138,-3.34301886792453,-2.55150943396226,907.547169811321
"UNKNOWN",2025-11-25 20:20:00,0,1,11.286,0,70092.7008,778396.668708,0,90,0,0,604
"UNKNOWN",2025-11-25 20:30:00,22.69584,1.06,11.822,257.527512,70096.48344,778439.58996,5.94754716981132,219.706835951412,-3.79735849056604,-4.57283018867924,730.188679245283
"UNKNOWN",2025-11-25 20:40:00,11.916,1.46,16.268,137.39148,70098.46944,778462.48854,2.26712328767123,232.167529639445,-1.79041095890411,-1.39041095890411,1258.90410958904
"UNKNOWN",2025-11-25 20:50:00,3.79872,0.68,7.63,38.272104,70099.10256,778468.867224,1.55176470588235,232.608851114115,-1.23294117647059,-0.942352941176471,629.411764705882
"UNKNOWN",2025-11-25 21:00:00,11.5632,0.64,6.968,124.0416,70101.02976,778489.540824,5.01875,214.561087908254,-2.84625,-4.131875,643.75
"UNKNOWN",2025-11-25 21:10:00,12.46104,1.24,13.632,138.346272,70103.1066,778512.598536,2.79145161290323,238.017493431824,-2.3608064516129,-1.4741935483871,609.677419354839
"UNKNOWN",2025-11-25 21:20:00,3.92256,1.08,11.91,43.050096,70103.76036,778519.773552,1.00888888888889,247.237761464691,-0.930370370370371,-0.39037037037037,629.62962962963
"UNKNOWN",2025-11-25 21:30:00,5.2416,0.98,10.876,59.23008,70104.63396,778529.645232,1.48571428571429,240.460076753914,-1.29285714285714,-0.73265306122449,520.408163265306
"UNKNOWN",2025-11-25 21:40:00,6.17328,1.02,11.856,68.317632,70105.66284,778541.031504,1.68117647058824,241.408735971101,-1.47647058823529,-0.804705882352941,731.372549019608
"UNKNOWN",2025-11-25 21:50:00,6.6312,1.2,13.324,75.92724,70106.76804,778553.686044,1.535,246.909237173363,-1.412,-0.602,603.333333333333
"UNKNOWN",2025-11-25 22:00:00,11.5632,0.96,10.36,128.706336,70108.69524,778575.1371,3.34583333333333,237.617701258355,-2.81791666666667,-1.78708333333333,1162.5
"UNKNOWN",2025-11-25 22:10:00,5.544,0.94,10.276,56.77056,70109.61924,778584.59886,1.63829787234043,252.494981138753,-1.56170212765957,-0.492553191489362,759.574468085106
"UNKNOWN",2025-11-25 22:20:00,13.63608,1.26,14.08,156.407472,70111.89192,778610.666772,3.00619047619048,247.667745930862,-2.78095238095238,-1.14238095238095,944.444444444444
"UNKNOWN",2025-11-25 22:30:00,25.46784,1.7,19.034,281.857032,70116.13656,778657.642944,4.16141176470588,248.637003914099,-3.86611764705882,-1.51223529411765,565.882352941176
"UNKNOWN",2025-11-25 22:40:00,33.75576,1.72,19.07,370.800936,70121.76252,778719.4431,5.45151162790698,252.066809972322,-5.14941860465116,-1.66651162790698,613.953488372093
"UNKNOWN",2025-11-25 22:50:00,37.41552,3.24,35.672,410.849136,70127.99844,778787.917956,3.20777777777778,253.981956310357,-3.07882716049383,-0.883888888888889,1059.25925925926
"UNKNOWN",2025-11-25 23:00:00,46.44288,2.2,24.334,518.055768,70135.73892,778874.260584,5.864,260.419926565721,-5.77245454545455,-0.974272727272727,576.363636363636
"UNKNOWN",2025-11-25 23:10:00,47.88072,1.86,20.568,519.949512,70143.71904,778960.918836,7.15064516129032,261.901669816564,-7.03161290322581,-1.0005376344086,596.774193548387
"UNKNOWN",2025-11-25 23:20:00,56.84256,2.24,24.83,627.208488,70153.1928,779065.453584,7.04892857142857,264.574624040166,-7.005625,-0.665357142857143,619.642857142857
"UNKNOWN",2025-11-25 23:30:00,70.1568,2.32,25.688,772.7868,70164.8856,779194.251384,8.4,258.871815331309,-8.1476724137931,-1.6026724137931,586.206896551724
"UNKNOWN",2025-11-25 23:40:00,63.87552,3,33.146,696.540024,70175.53152,779310.341388,5.9144,271.719017274116,-5.9044,0.1772,542.666666666667
"UNKNOWN",2025-11-25 23:50:00,127.72656,2.62,29.4,1416.867264,70196.81928,779546.485932,13.5418320610687,260.797795348183,-13.1087022900763,-2.12366412213741,583.969465648855
"UNKNOWN",2025-11-26,62.11728,2.56,28.206,688.597056,70207.17216,779661.252108,6.74015625,272.769347018238,-6.715546875,0.32484375,610.9375
"UNKNOWN",2025-11-26 00:10:00,83.03472,3.84,42.26,919.55664,70221.01128,779814.511548,6.0065625,273.658410186144,-5.98885416666667,0.382916666666667,571.875
"UNKNOWN",2025-11-26 00:20:00,79.03296,3.08,33.652,857.51712,70234.18344,779957.431068,7.12779220779221,272.074105423624,-7.07519480519481,0.256233766233766,662.337662337662
"UNKNOWN",2025-11-26 00:30:00,58.57632,4.06,44.902,642.843,70243.94616,780064.571568,4.00768472906404,271.718090261438,-4.00226600985222,0.120049261083744,567.980295566502
"UNKNOWN",2025-11-26 00:40:00,55.66536,2.92,32.16,616.121856,70253.22372,780167.258544,5.29541095890411,272.439865181301,-5.28534246575342,0.225205479452055,584.931506849315
"UNKNOWN",2025-11-26 00:50:00,67.74984,2.62,28.664,741.131928,70264.51536,780290.780532,7.18297709923664,271.762089792484,-7.14129770992366,0.21969465648855,620.610687022901
"UNKNOWN",2025-11-26 01:00:00,46.73664,3.14,34.326,513.823176,70272.3048,780376.417728,4.13452229299363,274.49268205966,-4.12127388535032,0.323821656050955,520.382165605096
"UNKNOWN",2025-11-26 01:10:00,158.74344,3.78,41.46,1743.479424,70298.76204,780666.997632,11.6654497354497,272.267949349433,-11.5562433862434,0.457671957671958,512.698412698413
"UNKNOWN",2025-11-26 01:20:00,72.28872,2.92,32.178,790.967736,70310.81016,780798.825588,6.87678082191781,277.491149102164,-6.76986301369863,0.890205479452055,575.342465753425
"UNKNOWN",2025-11-26 01:30:00,45.6408,2.48,27.502,507.355344,70318.41696,780883.384812,5.11209677419355,279.262349444973,-5.03508064516129,0.821129032258064,661.290322580645
"UNKNOWN",2025-11-26 01:40:00,52.92936,2.42,26.426,585.368496,70327.23852,780980.946228,6.07545454545455,275.644468409779,-6.02727272727273,0.595702479338843,546.280991735537
"UNKNOWN",2025-11-26 01:50:00,47.27808,1.94,21.318,515.432736,70335.1182,781066.851684,6.76948453608247,282.544560482395,-6.59020618556701,1.46639175257732,629.896907216495
"UNKNOWN",2025-11-26 02:00:00,21.0204,2.18,24.218,232.80192,70338.6216,781105.652004,2.67844036697248,281.385025195786,-2.6243119266055,0.528440366972477,492.660550458716
"UNKNOWN",2025-11-26 02:10:00,12.66624,1.66,18.042,136.710936,70340.73264,781128.43716,2.11951807228916,284.308205054872,-2.05204819277108,0.523373493975904,512.048192771084
"UNKNOWN",2025-11-26 02:20:00,10.94904,1.52,16.872,119.162448,70342.55748,781148.297568,2.00092105263158,287.632986605644,-1.90671052631579,0.606052631578947,528.947368421053
"UNKNOWN",2025-11-26 02:30:00,22.01616,1.96,21.468,240.271416,70346.22684,781188.342804,3.12020408163265,277.643224794507,-3.08183673469388,0.413571428571429,485.714285714286
"UNKNOWN",2025-11-26 02:40:00,22.58496,1.3,14.032,241.670304,70349.991,781228.621188,4.82584615384615,261.910398162924,-4.75384615384615,-0.675692307692308,592.307692307692
"UNKNOWN",2025-11-26 02:50:00,11.65896,1.2,13.282,127.498104,70351.93416,781249.870872,2.69883333333333,274.257856769377,-2.655,0.197666666666667,550
"UNKNOWN",2025-11-26 03:00:00,23.02272,1.7,18.54,257.0346,70355.77128,781292.709972,3.76188235294118,269.465630270288,-3.75894117647059,-0.0350588235294118,521.176470588235
"UNKNOWN",2025-11-26 03:10:00,0,1.2,13.15,0,70355.77128,781292.709972,0,90,0,0,516.666666666667
"UNKNOWN",2025-11-26 03:20:00,13.60368,0.96,10.766,144.287352,70358.03856,781316.757864,3.93625,276.800955465705,-3.90604166666667,0.465833333333333,541.666666666667
"UNKNOWN",2025-11-26 03:30:00,11.80368,1,11.238,129.334608,70360.00584,781338.313632,3.2788,257.62507019518,-3.2032,-0.7028,508
"UNKNOWN",2025-11-26 03:40:00,16.56,1.1,12.502,184.8924,70362.76584,781369.129032,4.18181818181818,267.956370165057,-4.17818181818182,-0.149090909090909,463.636363636364
"UNKNOWN",2025-11-26 03:50:00,0,1.74,19.12,0,70362.76584,781369.129032,0,90,0,0,433.333333333333
"UNKNOWN",2025-11-26 04:00:00,5.35248,1.24,13.398,58.342032,70363.65792,781378.852704,1.19903225806452,261.98441270891,-1.18661290322581,-0.167096774193548,477.41935483871
"UNKNOWN",2025-11-26 04:10:00,0,0.88,9.454,0,70363.65792,781378.852704,0,90,0,0,590.909090909091
"UNKNOWN",2025-11-26 04:20:00,26.0064,1.66,18.322,291.08592,70367.99232,781427.367024,4.35180722891566,253.139023940216,-4.16289156626506,-1.26168674698795,1403.61445783133
"UNKNOWN",2025-11-26 04:30:00,0,1.3,14.364,0,70367.99232,781427.367024,0,90,0,0,1564.61538461538
"UNKNOWN",2025-11-26 04:40:00,0,1.18,13.06,0,70367.99232,781427.367024,0,90,0,0,937.28813559322
"UNKNOWN",2025-11-26 04:50:00,0,1.28,14.322,0,70367.99232,781427.367024,0,90,0,0,368.75
